,Scientific,Synonym,English,Dutch,Spanish,French,German,Italian,Count English,Count Dutch,Count Spanish,Count French,Count German,Count Italian,Origin,Distribution,"Annual, biennial, or perennial",Flowers,Leaves,Fruits,Climate and weather,Pollination,Height,Type of soil,Moisture,Light,Growth rate,Spacing (close range),Spacing (wide range),Propagation,Insect pests,Diseases,Nematodes,Harvesting,Uses,Evergreen or Deciduous,Plant,Fruit development,Blooming period,genus,family,order,crop_categories,Count of Crop Categories,proverbs,recipies
337,['Lens culinaris'],[],"Lentil,Masoor",Linze,Lenteja,Lentille cultivée,Linse,Lenticchia,2,1,1,1,1,1,Near East,"Lentils are grown throughout the world. Important producers are Canada, India, Turkey, USA, Australia, Ethiopia, China, Syria, Iran and Bangladesh.",Annual,"Flowers are self-pollinated and can be white, lilac or pale blue.",Lentils have compound leaves wit 4 to 7 pairs of leaflets and a tendril at the tips.,"The seeds grow in pods, usually there are two seeds in each pod. The seeds are lens-shaped. Seeds can have different colors (yellow, red-orange, green, brown, black).",Grows in a wide range of climates but prefers a cool environment. Lentils are often grown in semi-arid regions as they are quite tolerant to dry conditions.,Mainly through self-pollination.,,"Grows on a variety of soils (light loams, alluvial soils, black cotton soils, etc.).","Lentils are quite tolerant to drought, which means they can be grown in climates that are too dry for other pulses.",,,150 plants per square meter,120 plants per square meter,Propagated by seed.,?,?,,Lentils can be harvested by hand pulling the plants. They are then piled in the field for drying. When dry they go for threshing to separate seeds from the pods. Then the threshed material is winnowed to separate the seeds from straw and other plant material.In large scale production the harvest is often mechanized.,Lentils are eaten as a vegetable. The dried seeds are cooked to make soups or stews.,,"Lentil is a small bushy plant, about 40 centimeters tall. It belongs to the legume family.",,,Lens,Fabaceae,Fabales,"Vegetables,Podded vegetables,Food crops,Tropical crops,Subtropical crops,Legumes",6,"Laugh at the rice and you will weep for the lentil.If you eat someone’s cake, you must also eat his lentils.Whether it rains or stops raining, the lentils have two eyes.Then Jacob gave Esau bread and pottage of lentils; and he did eat and drink, and rose up, and went his way: thus Esau despised his birthright. (Bible quote)",No recipe yet
338,['Lentinula edodes'],[],Shiitake,Shiitake,Shiitake,Lentin du chêne,,,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lentinula,Marasmiaceae,Agaricales,Mushrooms,1,,
339,['Lepidium meyenii'],[],Maca,Maca,Maca,Maca,"Maca,Maca-Pflanze",Maca,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Lepidium,Brassicaceae,Brassicales,"Vegetables,Root vegetables,Medicinal plants,Aphrodisiacs,Food crops,Subtropical crops",6,,
340,['Lepidium sativum'],[],"Cress,Garden cress,Garden pepper cress","Bitterkers,Sterrekers,Tuinkers","Berro,Lepido,Mastuerzo",Cresson alénois,Gartenkresse,Crescione,3,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Lepidium,Brassicaceae,Brassicales,"Vegetables,Leaf vegetables,Herbs,Food crops,Temperate crops",5,,
341,['Lespedeza spp.'],[],"Bush clover,Japanese clover,Lespedeza",,Trébol japonés,,Buschklee,,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lespedeza,Fabaceae,Fabales,"Subtropical crops,Legumes,Forage and fodder crops",3,,
342,['Levisticum officinale'],[],Lovage,"Lavas,Maggiplant","Apio de monte,Levístico","Ache des montagnes,Angélique de montagne,Céleri perpétuel,Herbe à Maggi,Livèche","Liebstöckel,Lusstock,Luststock,Maggikraut","Levistico,Sedano di monte",1,2,2,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,Levisticum,Apiaceae,Apiales,"Herbs,Medicinal plants,Temperate crops",3,,
343,['Limonia acidissima'],"['Feronia elephantum', 'Feronia limonia']","Curd fruit,Elephant apple,Elephant-apple,Monkey fruit,Wood apple,Wood-apple","Houtappel,Olifantsappel",,,"Elefantenapfel,Indische Holzapfel",,6,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,Limonia,Rutaceae,Sapindales,"Fruits,Food crops,Tropical crops",3,,
344,['Linum usitatissimum'],[],"Common flax,Flax,Linseed","Lijnzaad,Olievlas,Vezelvlas,Vlas",Lino,Lin cultivé,"Flachs,Gemeiner Lein,Saat-Lein",Lino comune,3,4,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,Linum,Linaceae,Malpighiales,"Vegetable oils,Fiber crops,Temperate crops,Industrial crops",4,,
345,['Litchi chinensis'],['Nephelium litchi'],"Laichi,Lichu,Linchee,Litchi,Lychee",Lychee,Lichi,"Letchi,Litchi","Chinesische Haselnuss,Liebesfrucht,Litchibaum,Litsch,Litschi,Litschibaum,Litschipflaume,Lychee","Ciliegia della Cina,Litchi,Other,Alupag",5,1,1,2,8,4,"Southern China, Vietnam, Philippines, Indonesia",Cultivated in many parts of the world with tropical or sub-tropical climate.,,The small flowers are greenish-white or yellowish-white and are produced in panicles of up to 30 cm long.,"Lychee has alternate pinnate leathery leaves. Each leaf 15–25 cm long, with 2-8 lateral leaflets that are 5–10 cm long. Young leaves have a bright coppery red color at first. Later they turn shiny bright green.","Lychee fruits are 3-4 cm long and about 3 cm in diameter. The fruit is covered by a red, roughly-textured skin. This peel is inedible but can be easily removed. The inside of the fruit consists of sweet, translucent white flesh surrounding a single glossy brown nut-like seed. This sweet flesh is eaten. The seed (about 2 cm long and 1–1.5 cm in diameter) is poisonous and should not be eaten.","Lychee is adapted to warm to cool subtropical areas. It requires seasonal temperature variations for good flowering and fruiting. A certain amount of chilling is necessary for flower bud development, but warm, humid summers are favorable for flowering and fruit development.",Bees and flies.,Can reach 12-15 or even 20 meter but often smaller.,Requires a well-drained soil that is rich in organic matter.,"The tree does not tolerate standing water, but it requires a very moist soil.",Needs full sun.,Slow growing tree.,6 meter,8 meter,,"Mites, scales, aphids",?,,Fruit are harvested by hand. They must be allowed to ripen fully on the tree. Fruits can be kept in refrigerator for several weeks. The skin will get brown in color but the taste remains ok. At room temperature the fruits can be kept only few days.,Fruits are eaten fresh as a snack or dessert fruit. Fruits are also canned for export and are sometimes used to make lychee wine.,,,The fruit matures 100 – 140 days after flowering.,,Litchi,Sapindaceae,Sapindales,"Fruits,Food crops,Tropical crops",3,"“Beneath these green mountains where spring rules the year, the irbarbutus and loquat in season appear, and feasting on lychee, 300 a day, I shouldn’t mind staying eternally here.”  (Su Shih, Chinese poet)",
346,['Lithocarpus edulis'],[],Japanese stone oak,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lithocarpus,Fagaceae,Fagales,"Nuts,Ornamental plants",2,,
347,['Lonicera caerulea'],[],"Blue honeysuckle,Blue-berried honeysuckle,Honeyberry,Sweetberry honeysuckle",,Madreselva azul,Chèvrefeuille bleu,"Blaue Doppelbeere,Blaue Heckenkirsche",,4,0,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lonicera,Caprifoliaceae,Dipsacales,"Fruits,Food crops,Temperate crops",3,,
348,['Lotus spp.'],[],Trefoil,Rolklaver,,Lotier,Hornklee,,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lotus,Fabaceae,Fabales,"Green manures,Legumes,Forage and fodder crops",3,,
349,['Luffa acutangula'],[],"Angled luffa,Rib gourd,Ribbed gourd,Ribbed loofah,Ridged gourd,Ridged luffa,Vegetable gourd",Vleugelkomkommer,Esponja vegetal,,Flügelgurke,,7,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Luffa,Cucurbitaceae,Cucurbitales,"Vegetables,Fruit vegetables,Food crops,Tropical crops",4,,
350,['Luffa aegyptiaca'],['Luffa cylindrica'],"Dishrag gourd,Egyptian cucumber,Rag gourd,Smooth loofah,Smooth luffa,Sponge gourd,Vegetable sponge,Vietnamese luffa",Sponskomkommer,,"Courge éponge,Courge du hammam",Schwammkürbis,,8,1,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Luffa,Cucurbitaceae,Cucurbitales,"Fiber crops,Food crops,Fruit vegetables,Tropical crops,Vegetable oils",5,,
351,['Lupinus albus'],[],White lupin,Witte lupine,"Altramuz blanco,Chocho,Chorcho,Entremozo,Lupino blanco",Lupin blanc,Weiße Lupine,Lupino bianco,1,1,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Lupinus,Fabaceae,Fabales,"Food crops,Legumes,Subtropical crops",3,,
352,['Lupinus angustifolius'],[],"Blue lupin,Narrow-leafed lupin,Narrowleaf lupine",Blauwe lupine,Altramuz azul,Lupin bleu,"Blaue Lupine,Schmalblättrige Lupine",,3,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lupinus,Fabaceae,Fabales,"Green manures,Temperate crops,Forage and fodder crops",3,,
353,['Lupinus luteus'],[],"Annual yellow lupin,European yellow lupine,Yellow lupin",Gele lupine,Altramuz amarillo,Lupin jaune,Gelbe Lupine,Lupino giallo,3,1,1,1,1,1,Mediterranean region of Southern Europe.,"Europe, Western Australia, South Africa",It’s an annual plant,A raceme with yellow flowers,hand-shaped leaves with 5 to 9 leaflets. Leaflets are 4 to 6 cm long and 1 to 3 cm wide.,"Pods with yellow seeds, which are known as lupin beans.",Mediterranean and temperate climate,,Plans are 30 to 60 cm tall,,,,,,,By seed,,,,,"Can be grown as a green manure. Seeds used to be used as food, but are now mainly used as snacks.",,,,,Lupinus,Fabaceae,Fabales,"Food crops,Green manures,Legumes,Subtropical crops,Temperate crops",5,,
354,['Lupinus mutabilis'],[],"Andean lupin,Chocho,Pearl lupin,South American lupin,Tarwi",,"Chocho,Lupino,Tarwi",,Anden-Lupine,"Chocho,Lupino,Tarwi",5,0,3,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,Lupinus,Fabaceae,Fabales,"Vegetables,Podded vegetables,Food crops,Tropical crops,Subtropical crops,Legumes",6,,
355,['Lupinus spp.'],[],"Lupin,Lupine",Lupine,"Altramuz,Chocho,Lupin,Lupino",Lupin,"Lupine,Wolfsbohne",,2,1,4,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,Lupinus,Fabaceae,Fabales,"Soil improvement,Ornamental plants,Subtropical crops,Temperate crops,Legumes,Forage and fodder crops",6,,
356,['Lycium barbarum'],[],"Goji berry,Matrimony vine,Mede berry,Red medlar,Wolfberry",Boksdoorn,"Cambronera,Espino cambrón","Baie de goji,Goji","Chinesische Wolfsbeere,Gemeiner Bocksdorn,Gemeiner Teufelszwirn,Hexenzwirn","Bacche di Goji,Goji",5,1,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,Lycium,Solanaceae,Solanales,"Fruits,Medicinal plants,Food crops,Temperate crops",4,,
357,['Lycium chinense'],[],"Chinese wolfberry,Goji berry,Matrimony vine,Mede berry,Red medlar,Wolfberry",Chinese boksdoorn,"Cambronera,Espino cambrón","Baie de goji,Goji",,"Bacche di Goji,Goji",6,1,2,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,Lycium,Solanaceae,Solanales,"Fruits,Medicinal plants,Food crops,Temperate crops",4,,
358,['Macadamia spp.'],[],"Macadamia,Queensland nut",Macadamia,"Macadamia,Nuez de macadamia","Noix de macadamia,Noyer du Queensland",Macadamianüsse,Macadamia,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,Macadamia,Proteaceae,Proteales,"Nuts,Tropical crops",2,,
359,['Maclura tinctoria'],['Morus tinctoria'],"Dyer’s mulberry,Old fustic",,,,Färbermaulbeerbaum,,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Maclura,Moraceae,Rosales,"Dye crops,Tropical crops",2,,
360,['Macrotyloma geocarpum'],[],"Geocarpa groundnut,Hausa groundnut,Kersting’s groundnut",Aardboon,,,Erdbohne,,3,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Macrotyloma,Fabaceae,Fabales,"Vegetables,Podded vegetables,Food crops,Tropical crops",4,,
361,['Macrotyloma uniflorum'],[],Horse gram,,,,Pferdebohne,,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Macrotyloma,Fabaceae,Fabales,"Vegetables,Podded vegetables,Food crops,Tropical crops,Subtropical crops,Legumes,Forage and fodder crops",7,,
362,['Malpighia glabra'],"['Malpighia emarginata', 'Malpighia punicifolia']","Acerola,Barbados cherry,West Indian cherry,Wild crapemyrtle","Acerola,Barbadoskers,West-Indische kers","Acerola,Cereza de Barbados,Cereza de Jamaica,Cereza de las Antillas,Cereza de las Indias Occidentales,Semeruco","Acérola,Cerise des Antilles,Cerise des Barbades","Acerola,Acerolakirsche,Ahornkirsche,Antillenkirsche,Barbados-Kirsche,Jamaika-Kirsche,Kirsche der Antillen,Puerto-Rico-Kirsche,Westindische Kirsche",Acerola,4,3,6,3,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,Malpighia,Malpighiaceae,Malpighiales,"Tropical crops,Fruits,Food crops",3,,
363,['Malus domestica'],[],Apple,Appel,Manzana,"Pomme,Pommier commun,Pommier domestique","Apfel,Kulturapfel",Mela,1,1,1,3,2,1,Apples originate from Kazakhstan.,Apples are now widely distributed in regions with a temperate or subtropical climate.,,"Apple flowers have five petals and are 2.5 to 3.5 centimeters in diameter. The flowers are white and have initially a pink tinge, which later fades.",Apples have simple oval leaves which are 5 to 12 cm long and 3 to 6 cm broad. The petiole is 2 to 5 cm long.,Apple fruits mature in autumn. The fruits are round with a diamter of 5 to 9 centimeters. The center of the fruit contains five carpels which each contain one to three seeds. The seeds are called pips.,Temperate and subtropical climates.,Apples must cross-pollinate to develop fruit. Pollination is by insects such as honeybees and bumble bees.,"The trees are 5 to 12 meter tall. New apple varieties are often shorter (dwarf varieties), around 1.5 to 2 meter tall, which is easier during harvesting.", ,,, , , ,Usually apple is propagated by grafting.,"Some common pests include aphids, Codling moth (Cydia pomonella), and Apple maggot (Rhagoletis pomonella)",Common diseases include Mildew and Apple scab.,,"Apples are harvested by hand picking when the fruits are ripe. If kept in a dark cool place, they can be stored for several weeks or even months.","Apples are eaten fresh as a hand fruit or in fruit salads. They can also be mixed in vegetable salads. Apples are used as filling in cakes and pies, or used to make applesauce or apple juice.",,, ,,Malus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops,Alcoholic drinks",4,"A bad tree does not yield good apples.A pear tree cannot bear an apple.A stone from the hand of a friend is an apple.Adam ate the apple, and our teeth still ache.An apple a day keeps the doctor away.An apple never falls far from the tree.An apple-pie without some cheese is like a kiss without a squeeze.Apple blossoms are beautiful, but rice dumplings are better.Better an apple pie than apple blossom.Different men have different opinions; some prefer apples, some onions.Don’t upset the apple cart.For an apple and an egg.Give an apple to the little ones, a book to the old.Handsome apples are sometimes sour.If the prince wants an apple, his servants take the tree.If there is no apple one eats a little carrot.If you want apples, you have to shake the trees.Many a rose-cheeked apple is rotten at the core.No apple tree is immune from worms.One bad apple spoils the bunch.One of the two partners always bites the best part of the apple.One rotten apple spoils the whole barrel.Small choice in rotten apples.Sometimes it is better to give your apple away, than to eat it yourself.The apple cannot be stuck back on the tree of knowledge.The apple does not fall far from the tree.The apple falls on the head that’s under it.The nice apples are always eaten by nasty pigs.The night may be dark, but the apples have been counted.The old monkey gets the apple.The rotten apple injures its neighbour.There are many who throw stones at a red apple.There’s no making apples of plums.When the apple is ripe it will fall.Who has tasted a sour apple, will have the more relish for a sweet one.You are the apple of my eye.You can count the apples on a tree but you can’t count the trees from one apple.You can’t compare apples with pears.Your neighbor’s apples are the sweetest.Poor Richard was to me as an eldest son, the apple of my eye. (Sir Walter Scott, in Old Mortality, 1816)He found him in a desert land, and in the waste howling wilderness; he led him about, he instructed him, he kept him as the apple of his eye. (Bible, Deuteronomy 32:10, King James Version)For thus saith the LORD of hosts; After the glory hath he sent me unto the nations which spoiled you: for he that toucheth you toucheth the apple of his eye. (Bible, Zechariah 2:8)Flower of this purple dye, Hit with Cupid’s archery, Sink in apple of his eye (Shakespeare, in  A Midsummer Night’s Dream, 1590)A goodly apple rotten at the heart: O, what a goodly outside falsehood hath. (Shakespeare)An apple cleft in two is not more twin / Than these two creatures (Shakespeare)Kent, sir—everybody knows Kent—apples, cherries, hops, and women. (Charles Dickens)There’s small choice in rotten apples. (Shakespeare)If you have an apple and I have an apple and we exchange these apples then you and I will still each have one apple. But if you have an idea and I have an idea and we exchange these ideas, then each of us will have two ideas. (George Bernard Shaw)Anyone can count the number of seeds in an apple, but only God can count the number of apples in a seed. (Robert H. Schuller)There is nothing in the world more peaceful than apple-leaves with an early moon. (Alice Meynell)“I hope I never smell the smell of apples again!” said Fili. “My tub was full of it. To smell apples everlastingly when you can scarcely move and are cold and sick with hunger is maddening. I could eat anything in the wide world now, for hours on end – but not an apple!”(The Hobbit – Chapter 10 – A warm welcome. J.R.R. Tolkien)","Fried apple slicesIngredients:  Apples (sour hard apples are best), margarine or butter, sugarInstructions: Peel the apples and remove the core. Slice them. Fry the slices in a bit of butter or margarine on low fire until soft and golden brown. Serve with bread. Add sugar if desired.Apple with CabbageIngredients:  2 apples, 1 medium onion, 1/4 medium cabbage, olive oil, salt and pepperInstructions: Slice the apples length-wise, then quartered. Slice the cabbage, not thin, not thick. Dice up the onion. Heat pan to medium high with olive oil. First sautee the onion, then add the plantain till it is golden brown. Then add the cabbage and apple and salt and pepper to taste. Stir fry till done."
364,['Malus sylvestris'],[],European wild apple,Wilde appel,"Manzano silvestre,Manzano silvestre europeo",Pommier sauvage,"Europäischer Wildapfel,Holzapfel",Melo selvatico,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Malus,Rosaceae,Rosales,"Fruits,Food crops,Temperate crops",3,,
365,['Mammea americana'],[],"Mamey,Mamey apple,Mammee,Mammee apple,Santo Domingo apricot,South American apricot,Tropical apricot",Amerikaanse mammi-appel,"Mamey,Mamey de Santo Domingo","Abricot pays,Abricotier des Antilles,Mamey","Amerikanischer Mammeiapfel,Mammiapfel",,7,1,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,Mammea,Calophyllaceae,Malpighiales,"Fruits,Food crops,Tropical crops",3,,
366,['Mangifera caesia'],[],"Binjai,Malaysian Mango","Bauno,Binjai",,,,,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Mangifera,Anacardiaceae,Sapindales,"Fruits,Food crops,Tropical crops",3,,
367,['Mangifera foetida'],[],"Horse mango,Limus,Machang,Malmut",Stinkende mango,,,Stinkende Mango,,4,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Mangifera,Anacardiaceae,Sapindales,"Fruits,Tropical crops,Food crops",3,,
